id,weekId,position,type,title,url,note,author,creationDate,mediaType,promptText,estimatedMinutes
113,16,7,exercise,Complete Brand Identity Project,,Design a mini brand identity for a fictional coffee shop.,,,,Include logo using typography and color palette with rationale and business card layout and social media post template. Present explaining how elements work together.,120
114,17,1,reading,10 Solopreneur Ideas for 2024,https://www.soloistai.com/solopreneur-examples/,Real examples of solopreneurs who built successful businesses from content creation to micro-SaaS.,Soloist AI,October 2024,Blog/Article,,30
115,17,2,reading,How to Get Startup Ideas - Y Combinator (YouTube),https://www.youtube.com/watch?v=Th8JoIan4dg,Y Combinator Startup School lecture on finding startup ideas. Covers living in the future and building what seems interesting.,Y Combinator (Jared Friedman),2022,YouTube Video,,20
116,17,3,reading,100 SaaS Solopreneur Ideas to Start Your Venture,https://www.eleken.co/blog-posts/solopreneur-ideas,Comprehensive list of SaaS ideas with the insight that unique ideas are overrated - execution matters more.,Eleken,January 2026,Blog/Article,,35
117,17,4,reading,How to Start a Tech Startup: 9 Clear Steps,https://www.eleken.co/blog-posts/how-to-start-a-tech-startup,Expert guide covering idea validation and market research and building your first product.,Eleken,August 2025,Blog/Article,,40
118,17,5,reading,The Ultimate Beginners Guide to Entrepreneurship,https://www.storific.com/blog/the-ultimate-beginner-s-guide-to-entrepreneurship-starting-your-own-business-for-dummies,From identifying your idea to building your brand and finding partners.,Storific,2024,Blog/Article,,30
119,17,6,reading,Entrepreneurship in the Digital Age: Starting a Business in 2024,https://londonsba.org.uk/blog/entrepreneurship-in-the-digital-age-starting-a-business-in-2024/,Overview of the digital landscape and e-commerce platforms and AI opportunities.,London School of Business Administration,June 2024,Blog/Article,,25
120,17,7,exercise,Problem Discovery,,Identify 3 problems you personally experience or observe.,,,,For each describe the problem and who else has it and current solutions and how technology could help. Pick one to develop further.,45
121,18,1,reading,20 Best Profitable Micro-SaaS Startup Ideas,https://www.microns.io/blog/best-micro-saas-ideas,Comprehensive guide to micro-SaaS with examples explaining why small focused products can generate $5K-50K MRR.,Microns,2024,Blog/Article,,35
122,18,2,reading,The Lean Startup: Chapters 1-3 (Build-Measure-Learn),https://theleanstartup.com/,Eric Ries foundational book on startup methodology. Focus on the Build-Measure-Learn feedback loop and validated learning concepts.,Eric Ries,2011,Book Chapter,,60
123,18,3,reading,10 Best AI Micro-SaaS Startup Ideas for Solopreneurs,https://www.microns.io/blog/best-ai-micro-saas-startup-ideas-solopreneurs-examples,AI-powered micro-SaaS ideas including audio content and chatbots and automation tools.,Microns,2024,Blog/Article,,30
124,18,4,reading,6 AI-Powered Micro-SaaS Ideas for Small Business Owners,https://superframeworks.com/blog/ai-micro-saas-ideas-small-business,Profitable AI micro-SaaS ideas with technical blueprints and validation framework.,Superframeworks,November 2025,Blog/Article,,30
125,18,5,reading,Micro SaaS Ideas for Solopreneurs 2025,https://www.rapidevelopers.com/blog/micro-saas-ideas-for-solopreneurs-2025,Comparison of micro-SaaS vs traditional SaaS with focus on low startup costs and passive income.,Rapid Dev,2025,Blog/Article,,25
126,18,6,reading,18 Micro SaaS Ideas You Can Build Within 4-10 Weeks,https://www.shno.co/blog/micro-saas-ideas,Curated list of profitable ideas with revenue potential and MVP build time estimates.,Shno,2024,Blog/Article,,30
127,18,7,exercise,MVP Definition,,For your chosen problem design an MVP.,,,,Define the ONE thing it must do and what you will NOT include and how you would build it and time to build and success metrics.,60
128,19,1,reading,8 Best Micro SaaS Ideas for Solopreneurs,https://superframeworks.com/blog/solopreneur-ideas,Success factors including niche targeting and simple UX and customer feedback loops.,Superframeworks,February 2025,Blog/Article,,25
129,19,2,reading,How to Build an MVP - Y Combinator (YouTube),https://www.youtube.com/watch?v=QRZ_l7cVzzU,Y Combinator Startup School lecture on building minimum viable products. Covers doing things that dont scale and launching quickly.,Y Combinator (Michael Seibel),2022,YouTube Video,,25
130,19,3,reading,The Comprehensive Guide to Starting a Successful Tech Startup,https://medium.com/brain-labs/the-comprehensive-guide-to-starting-a-successful-tech-startup-d962b5399244,Real experience from a founder covering what works and common mistakes to avoid.,Brain Labs / Medium,September 2023,Blog/Article,,30
131,19,4,reading,Key Tips to Ensure a Successful Startup,https://www.welupdigital.com/blog/key-tips-for-startups-in-2023,Essential tips on vision and resilience and continuous learning.,Welup Digital,2023,Blog/Article,,20
132,19,5,reading,How To Start A Business In 11 Steps,https://www.thefundingfamily.com/blog/how-to-start-a-business-in-11-steps-2024-guide,Comprehensive guide from idea to launch to growth.,The Funding Family,2024,Blog/Article,,35
133,19,6,reading,12 Profitable AI SaaS Ideas for Solopreneurs,https://www.shno.co/blog/ai-saas-ideas,AI-powered SaaS ideas with real revenue examples and no-code building tools.,Shno,2024,Blog/Article,,25
134,19,7,exercise,Launch Plan,,Create a launch plan for your MVP.,,,,Include where you will announce and who your first 10 users will be and how you will get feedback and 30-day post-launch checklist and success metrics.,60
135,20,1,reading,10 Micro SaaS Ideas for Solopreneurs in 2026,https://lovable.dev/guides/micro-saas-ideas-for-solopreneurs-2026,Validated micro-SaaS opportunities from AI content repurposing to subscription recovery.,Lovable,2026,Blog/Article,,25
136,20,2,reading,How to Pitch Your Startup - Y Combinator (YouTube),https://www.youtube.com/watch?v=17XZGUX_9iM,Y Combinator Startup School lecture on pitching. Covers the essential elements of a compelling startup pitch.,Y Combinator (Kevin Hale),2022,YouTube Video,,20
137,20,3,reading,Entrepreneurship 101,https://innovation.caltech.edu/entrepreneurship/ent-101,Caltechs curated resources for startup founders including pitch decks and funding.,Caltech OTTCP,2024,Blog/Article,,30
138,20,4,reading,Harvard University OTD Startup Guide,https://otd.harvard.edu/uploads/Files/OTD_Startup_Guide.pdf,Harvard guide covering IP and investor connections and commercializing technology.,Harvard OTD,2024,Blog/Article,,35
139,20,5,reading,Digital Entrepreneurs Playbook: 8 Steps for Tech Startup Launch,https://codedesign.org/digital-entrepreneurs-playbook-8-steps-tech-startup-launch,Practical playbook from a digital marketing agency on launching tech products.,Codedesign,2024,Blog/Article,,25
140,20,6,exercise,Business Model Canvas,,Complete a Business Model Canvas for your startup.,,,,Fill in all 9 sections: Customer Segments and Value Propositions and Channels and Customer Relationships and Revenue Streams and Key Resources and Key Activities and Key Partners and Cost Structure. Identify your biggest assumption.,60
141,20,7,exercise,One-Page Business Plan,,Synthesize everything into a one-page business plan.,,,,Include Problem and Solution and Target Market and Revenue Model and Competition and Unique Advantage and Team and Milestones for next 90 days.,45
142,21,1,reading,Programming in the Age of AI,https://bdtechtalks.com/2025/05/12/programming-in-the-age-of-ai/,Why learning programming still matters in the AI era. Building deep skills beyond vibe coding for production-ready software.,TechTalks,May 2025,Blog/Article,,25
143,21,2,reading,HTML and CSS Crash Course (YouTube),https://www.youtube.com/watch?v=XqFR2lqBYPs,Kevin Powell 4-hour beginner course on HTML and CSS fundamentals. Interactive Scrimba format.,Kevin Powell,2024,YouTube Video,,45
144,21,3,reading,How I'm Learning to Code in the AI Age (2025-2026 Edition),https://dev.to/the_mj_super/how-im-learning-to-code-in-the-ai-age-2025-2026-edition-3b8l,Practical tips for learning with AI tools without getting stuck in tutorial hell. Active recall and project-based learning.,DEV Community,September 2025,Blog/Article,,15
145,21,4,reading,MDN Learn Web Development,https://developer.mozilla.org/en-US/docs/Learn_web_development,Mozilla official guide from beginner to comfortable. Structured tutorials with hands-on challenges.,MDN Web Docs,2025,Blog/Article,,45
146,21,5,reading,W3Schools HTML Tutorial,https://www.w3schools.com/html/,Interactive HTML tutorial with Try it Yourself editor. Complete reference for HTML elements and attributes.,W3Schools,2025,Blog/Article,,60
147,21,6,reading,Intro to Vibe Coding,https://www.codecademy.com/learn/intro-to-vibe-coding,Codecademy course on AI-assisted coding. Learn when and where and how to use AI tools to build applications.,Codecademy,2025,Blog/Article,,60
148,21,7,exercise,Build Your First Web Page,,Create a personal introduction page using only HTML - no AI assistance allowed.,,,,Create a personal introduction page with HTML only. Include: a heading with your name and a paragraph about yourself and an image and a list of 3 hobbies and a link to a favorite website. Do NOT use AI to generate the code - type it yourself.,45
149,22,1,reading,An Interactive Guide to CSS Transitions,https://www.joshwcomeau.com/animation/css-transitions/,Josh Comeau comprehensive tutorial on CSS transitions. The fundamental building block for web animations.,Josh W. Comeau,October 2025,Blog/Article,,45
150,22,2,reading,Kevin Powell CSS Grid Masterclass (YouTube),https://www.youtube.com/watch?v=rg7Fvvl3taU,Deep dive into CSS Grid layout system. Learn when to use Grid vs Flexbox and modern responsive techniques.,Kevin Powell,2025,YouTube Video,,47
151,22,3,reading,W3Schools CSS Animations,https://www.w3schools.com/css/css3_animations.asp,Learn CSS keyframes and animation properties. Animate HTML elements without JavaScript.,W3Schools,2025,Blog/Article,,30
152,22,4,reading,Animista - CSS Animations Library,https://animista.net/,Interactive playground to experiment with pre-made CSS animations. Tweak easing and delay and duration to learn how they work.,Animista,2024,Blog/Article,,30
153,22,5,reading,Cool CSS Animation Tutorial,https://coolcssanimation.com/,Learn to code cool abstract effects with CSS. Practical examples using transforms and animation delays.,Cool CSS Animation,2024,Blog/Article,,35
154,22,6,reading,MDN Using CSS Animations,https://developer.mozilla.org/en-US/docs/Web/CSS/Guides/Animations/Using,Official MDN guide to CSS animations. Understand keyframes and animation properties and performance optimization.,MDN Web Docs,December 2025,Blog/Article,,25
155,22,7,exercise,Animated Landing Page,,Create a landing page with multiple CSS animations including fade-ins and hover effects and looping decorations.,,,,Create a landing page with at least 3 CSS animations: (1) a fade-in header on page load (2) a button with hover transition effects (3) a looping animation for a decorative element. Use CSS Grid or Flexbox for layout.,90
156,23,1,reading,JavaScript in 100 Seconds,https://fireship.io/courses/js/101-js-in-100-seconds/,Fireship fast-paced introduction to JavaScript. Perfect starting point before diving deeper.,Fireship (Jeff Delaney),2024,YouTube Video,,2
157,23,2,reading,Eloquent JavaScript: Chapters 1-3 (Free Online Book),https://eloquentjavascript.net/,Classic free JavaScript book. Chapters 1-3 cover values and types and program structure and functions.,Marijn Haverbeke,2024,Book Chapter,,60
158,23,3,reading,W3Schools JavaScript Tutorial,https://www.w3schools.com/js/,Interactive JavaScript tutorial covering basics through ES2025. Try it Yourself examples throughout.,W3Schools,2025,Blog/Article,,60
159,23,4,reading,JavaScript DOM Manipulation,https://developer.mozilla.org/en-US/docs/Learn_web_development/Core/Scripting/DOM_scripting,MDN guide to manipulating the Document Object Model. Connect JavaScript to your HTML elements.,MDN Web Docs,2025,Blog/Article,,45
160,23,5,reading,Fireship JavaScript Course,https://fireship.io/courses/js/,Modern JavaScript with vanilla JS - no frameworks. Beginner-friendly with Fireship-style humor and projects.,Fireship (Jeff Delaney),2024,Blog/Article,,45
161,23,6,exercise,Interactive To-Do List,,Build a functional to-do app with vanilla JavaScript using DOM manipulation.,,,,Build a to-do list app with vanilla JavaScript: (1) Add new tasks (2) Mark tasks complete with strikethrough (3) Delete tasks (4) Tasks persist visually until page refresh. Use DOM manipulation - no frameworks.,90
162,24,1,reading,React vs Vue vs Svelte: Choosing the Right Framework for 2025,https://medium.com/@ignatovich.dm/react-vs-vue-vs-svelte-choosing-the-right-framework-for-2025-4f4bb9da35b4,Comprehensive comparison of the three major frontend frameworks. Learn when to use each one.,Frontend Highlights,January 2025,Blog/Article,,20
163,24,2,reading,React in 100 Seconds (YouTube),https://www.youtube.com/watch?v=Tn6-PIqc4UM,Fireship quick introduction to React. Understand component-based architecture and JSX.,Fireship,2024,YouTube Video,,2
164,24,3,reading,Frontend Frameworks in 2025: What's Hot and What's Next,https://www.leverture.com/post/frontend-frameworks-in-2025-whats-hot-whats-not-and-whats-next,Industry analysis of React and Vue and Svelte trends. Decision framework for choosing the right technology.,Leverture,2025,Blog/Article,,25
165,24,4,reading,Svelte vs React: A Comprehensive Comparison,https://strapi.io/blog/svelte-vs-react-comparison,Deep comparison of React and Svelte. Community size and job market and technical trade-offs.,Strapi,2025,Blog/Article,,25
166,24,5,reading,The Real 2025 Guide to Picking Your First JavaScript Framework,https://clinkitsolutions.com/react-vs-vue-vs-svelte-the-real-2025-guide-to-picking-your-first-javascript-framework/,Practical guide for beginners choosing their first framework. React for jobs and Vue for comfort and Svelte for joy.,ClinkIT Solutions,November 2025,Blog/Article,,20
167,24,6,exercise,Framework Exploration Report,,Complete an official framework tutorial and write a reflection comparing it to vanilla JS.,,,,Pick ONE framework (React or Vue or Svelte) and complete its official tutorial. Write a 500-word reflection: What did you build? What concepts were new? How does it compare to vanilla JS? Would you use it for your next project and why?,120
168,25,1,reading,Why Old School Learning Matters in the Age of AI,https://www.ie.edu/insights/articles/why-old-school-learning-matters-in-the-age-of-ai/,Martin Crawford argues that struggle and desirable difficulties are essential for deep learning.,IE Insights,,Blog/Article,,
169,25,2,reading,Education for the Age of AI,https://curriculumredesign.org/our-work/education-for-the-age-of-ai/,Center for Curriculum Redesign on why knowledge still matters and how to adapt education comprehensively.,Center for Curriculum Redesign,,Blog/Article,,
170,25,3,reading,Beyond the Loop: Reclaiming Pedagogy in an AI Age,https://www.unesco.org/en/articles/beyond-loop-reclaiming-pedagogy-ai-age,"UNESCO piece on why education is relational and meaning-making, not just an optimization problem.",UNESCO,,Blog/Article,,
171,25,4,reading,Embracing AI in the Classroom,https://www.gse.harvard.edu/ideas/usable-knowledge/23/07/embracing-artificial-intelligence-classroom,Harvard GSE on teaching students to ask questions and think critically alongside AI tools.,Harvard Graduate School of Education,,Blog/Article,,
172,25,5,reading,Learning How to Learn TEDx Talk,https://www.youtube.com/watch?v=O96fE1E-rf8,Barbara Oakley introduces focused vs diffuse thinking modes and the Pomodoro technique.,Barbara Oakley,,YouTube,,18
173,25,6,reading,Coursera: Learning How to Learn (Free Version),https://www.coursera.org/learn/learning-how-to-learn,The world's most popular MOOC on learning science. Complete Week 1 on focused and diffuse thinking.,Barbara Oakley & Terrence Sejnowski,,Course,,240
174,25,7,exercise,Learning Audit,,Reflect on your current learning habits. List 3 passive techniques you use and 3 active alternatives you could try.,,,,,
175,26,1,reading,Spaced Repetition - Wikipedia,https://en.wikipedia.org/wiki/Spaced_repetition,Comprehensive overview of the spacing effect from Ebbinghaus to modern implementations.,Wikipedia,,Blog/Article,,
176,26,2,reading,Active Recall and Spaced Repetition,https://medium.com/@juozapavicius.nancy/how-active-recall-and-spaced-repetition-can-help-with-knowledge-retention-34d8abad8811,Practical guide to combining active recall with spaced repetition for maximum retention.,Nancy Juozapavicius Catarino,,Blog/Article,,
177,26,3,reading,Desirable Difficulties - Bjork Learning Lab,https://bjorklab.psych.ucla.edu/wp-content/uploads/sites/13/2016/04/EBjork_RBjork_2011.pdf,The foundational paper by Robert and Elizabeth Bjork on making things hard in good ways.,Robert & Elizabeth Bjork,,Blog/Article,,
178,26,4,reading,Desirable Difficulty - Wikipedia,https://en.wikipedia.org/wiki/Desirable_difficulty,"Overview of testing effect, spacing effect, and interleaving as desirable difficulties.",Wikipedia,,Blog/Article,,
179,26,5,reading,Anki Manual - Background,https://docs.ankiweb.net/background.html,Understand how Anki implements spaced repetition and active recall testing.,Anki,,Blog/Article,,
180,26,6,reading,How to Use Anki: A Beginner Tutorial,https://leananki.com/how-to-use-anki-tutorial/,Practical guide to getting started with Anki for any subject.,Lean Anki,,Blog/Article,,
181,26,7,exercise,Create Your First Anki Deck,,Download Anki and create a deck of 20 cards on a topic you want to learn. Use it daily for one week.,,,,,
182,27,1,reading,The Feynman Technique,https://fs.blog/feynman-technique/,Farnam Street's comprehensive guide to Richard Feynman's four-step learning method.,Farnam Street,,Blog/Article,,
183,27,2,reading,The Feynman Learning Technique,https://fs.blog/feynman-learning-technique/,Deep dive into teaching as learning and the rubber duck debugging method.,Farnam Street,,Blog/Article,,
184,27,3,reading,Metacognitive Study Strategies,https://learningcenter.unc.edu/tips-and-tools/metacognitive-study-strategies/,UNC Learning Center guide to thinking about your thinking while learning.,UNC Learning Center,,Blog/Article,,
185,27,4,reading,Metacognition - MIT Teaching Lab,https://tll.mit.edu/teaching-resources/how-people-learn/metacognition/,"MIT's guide to planning, monitoring, and evaluating your own learning process.",MIT Teaching + Learning Lab,,Blog/Article,,
186,27,5,reading,Metacognitive Strategies - Cornell,https://teaching.cornell.edu/teaching-resources/active-collaborative-learning/metacognitive-strategies,Practical exercises for developing metacognitive awareness in any subject.,Cornell Center for Teaching Innovation,,Blog/Article,,
187,27,6,reading,Fostering Metacognition to Support Student Learning,https://www.lifescied.org/doi/10.1187/cbe.20-12-0289,"Research-backed guide highlighting self-testing, spacing, and interleaving as key strategies.",CBE Life Sciences Education,,Blog/Article,,
188,27,7,exercise,Feynman Technique Practice,,Pick a concept you recently learned. Explain it in writing as if teaching a 12-year-old. Identify gaps and iterate.,,,,,
189,28,1,reading,What's Worth Measuring? Assessment in the AI Age,https://www.unesco.org/en/articles/whats-worth-measuring-future-assessment-ai-age,UNESCO on shifting from rote knowledge to higher-order thinking and ethical reasoning.,UNESCO,,Blog/Article,,
190,28,2,reading,Thinking About Assessment with Generative AI,https://www.tc.columbia.edu/digitalfuturesinstitute/ai-in-education/thinking-about-assessment-in-the-time-of-generative-artificial-intelligence/,Columbia Teachers College on designing assessments that evaluate authentic learning.,Columbia Digital Futures Institute,,Blog/Article,,
191,28,3,reading,AI Teaching Strategies - Stanford,https://ctl.stanford.edu/aimes/ai-teaching-strategies,Stanford's practical guide for educators on incorporating AI thoughtfully.,Stanford Center for Teaching and Learning,,Blog/Article,,
192,28,4,reading,Strategies for Personalized Learning in AI Age,https://www.insidehighered.com/opinion/career-advice/carpe-careers/2025/09/15/strategies-personalized-learning-ai-age-opinion,Pedagogical methods that work regardless of new technologyâ€”generative learning and flipped classrooms.,Inside Higher Ed,,Blog/Article,,
193,28,5,reading,AI Can Deliver Personalized Learning at Scale,https://home.dartmouth.edu/news/2025/11/ai-can-deliver-personalized-learning-scale-study-shows,Dartmouth research on AI tutors using Socratic questioning and spaced retrieval practice.,Dartmouth News,,Blog/Article,,
194,28,6,reading,The Science of Learning - Barbara Oakley at Coursera,https://blog.coursera.org/science-of-how-we-learn-with-dr-barbara-oakley/,Interview with Barbara Oakley on applying neuroscience insights to become a better learner.,Coursera Blog,,Blog/Article,,
195,28,7,exercise,Design Your Learning System,,"Create a personal learning protocol combining techniques from this syllabus. Include daily, weekly, and monthly habits.",,,,,
196,29,1,reading,Philosophy of Education - Stanford Encyclopedia,https://plato.stanford.edu/entries/education-philosophy/,Comprehensive overview of educational philosophy from ancient Greece to contemporary debates. Essential foundation for the syllabus.,Stanford Encyclopedia of Philosophy,,Academic Article,,
197,29,2,reading,The Philosopher King: Education in Plato's Republic,https://medium.com/@arthurboyer/the-philosopher-king-education-in-platos-republic-7d07409f0c1a,How Plato designed a 35-year education for guardians culminating in knowledge of the Form of the Good.,Medium,,Blog/Article,,
198,29,3,reading,Education in Plato's Republic - Santa Clara University,https://www.scu.edu/character/resources/education-in-platos-republic/,The Allegory of the Cave as a model for education - liberation from ignorance toward understanding of reality.,Santa Clara University,,Academic Article,,
199,29,4,reading,Aristotle on Education - Britannica,https://www.britannica.com/topic/philosophy-of-education,Aristotle's emphasis on virtue development through community-guided practice and moral character formation.,Britannica,,Encyclopedia,,
200,29,5,reading,Rousseau's Emile - Representing Childhood,https://www.representingchildhood.pitt.edu/rousseau.htm,Rousseau's revolutionary child-centered approach: 'Everything is good as it leaves the hands of the Author of things.',University of Pittsburgh,,Academic Article,,
201,29,6,reading,Rousseau's Errors in Educational Theory,https://www.psychologytoday.com/us/blog/freedom-learn/200902/rousseau-s-errors-they-persist-today-in-educational-theory,Critical analysis: the vulnerable-child fallacy and controllability fallacy in Rousseau's thinking.,Psychology Today,,Blog/Article,,
202,29,7,exercise,Classical Philosophy Comparison,,"Write a 500-word essay comparing Plato, Aristotle, and Rousseau on the fundamental purpose of education. Which philosopher's vision most resonates with your own experience?",,,,,
203,30,1,reading,Dewey's Educational Philosophy - The Education Hub,https://theeducationhub.org.nz/deweys-educational-philosophy/,"Dewey's pragmatism: cultivating thoughtful, critically reflective individuals through experience rather than rote learning.",The Education Hub,,Blog/Article,,
204,30,2,reading,John Dewey - Stanford Encyclopedia,https://plato.stanford.edu/entries/dewey/,Comprehensive overview of Dewey's philosophy including his landmark 'Democracy and Education' (1916).,Stanford Encyclopedia of Philosophy,,Academic Article,,
205,30,3,reading,Dewey and Citizenship Education,https://www.researchgate.net/publication/336609987_Dewey_and_Citizenship_Education_Schooling_as_Democratic_Practice,How education and democracy are organically connected - each serving as a condition for the other.,ResearchGate,,Academic Paper,,
206,30,4,reading,Newman on Education - Cardinal Newman Society,https://cardinalnewmansociety.org/newman-on-education/,Newman's vision: liberal education as 'real cultivation of mind' - a connected view and grasp of things.,Cardinal Newman Society,,Blog/Article,,
207,30,5,reading,The Idea of a University - Newman Reader,https://www.newmanreader.org/works/idea/discourse7.html,"Newman's Discourse VII: Knowledge as its own end - the intellect disciplined for its own sake, not for specific trades.",Newman Reader,,Primary Source,,
208,30,6,reading,A Remedy to Misconceptions: Newman's Idea of a University,https://www.wordonfire.org/articles/a-remedy-to-misconceptions-newmans-the-idea-of-a-university/,"The university's purpose is to train minds to comprehend truth - it makes thinkers, not saints.",Word on Fire,,Blog/Article,,
209,30,7,exercise,Analyze Your Educational Experience,,Reflect on your own education through Dewey's and Newman's lenses. Did it prepare you for democratic citizenship? Did it cultivate your mind for its own sake? Write a personal analysis (600 words).,,,,,
210,31,1,reading,Education in Ancient Greece - Wikipedia,https://en.wikipedia.org/wiki/Education_in_ancient_Greece,From elementary grammatistes to Plato's Academy - how the Greeks invented formal education.,Wikipedia,,Encyclopedia,,
211,31,2,reading,Ancient Higher Education - Philosophy of Education,https://www.tandfonline.com/doi/full/10.1080/00131857.2018.1553490,"Plato's Academy (387 BCE), Aristotle's Lyceum (335 BCE), and the Imperial University of Constantinople (425 CE).",Taylor & Francis,,Academic Article,,
212,31,3,reading,Athens: Elementary and Higher Education - Britannica,https://www.britannica.com/topic/education/Athens,The three masters of Greek elementary education and how the Sophists revolutionized higher learning.,Britannica,,Encyclopedia,,
213,31,4,reading,Medieval Universities - Vaia,https://www.vaia.com/en-us/explanations/history/modern-world-history/medieval-universities/,"The seven liberal arts: trivium (grammar, rhetoric, logic) and quadrivium (arithmetic, astronomy, geometry, music).",Vaia,,Educational Resource,,
214,31,5,reading,What Did Medieval Universities Teach?,https://www.historyhit.com/what-did-european-universities-teach-during-the-middle-ages/,"8-9 years for liberal arts, then theology, medicine, or law. How Aristotle became central to Scholasticism.",History Hit,,Blog/Article,,
215,31,6,reading,History of College - From Bologna to Today,https://www.myfrontpagestory.com/history-of-college/,"Bologna (1088), Paris (1150), Oxford (1167) - how medieval institutions shaped modern universities.",My Front Page Story,,Blog/Article,,
216,31,7,exercise,Curriculum Evolution Map,,Create a visual timeline showing how educational curriculum evolved from the trivium/quadrivium to modern disciplines. Identify which classical subjects survive and which disappeared.,,,,,
217,32,1,reading,MOOCs Didn't Achieve Their Goals - Inside Higher Ed,https://www.insidehighered.com/digital-learning/article/2019/01/16/study-offers-data-show-moocs-didnt-achieve-their-goals,"MIT/Harvard study: completion rates barely budged, 68.7% of students from developed countries. The democratization promise unfulfilled.",Inside Higher Ed,,Blog/Article,,
218,32,2,reading,The MOOC Problem - Hybrid Pedagogy,https://hybridpedagogy.org/mooc-problem/,Critical analysis: MOOCs underperformed traditional models with no large-scale cost benefit despite the hype.,Hybrid Pedagogy,,Academic Article,,
219,32,3,reading,MOOCs and Technology Access Barriers,https://www.researchgate.net/publication/319117280_MOOCS'_Potential_for_Democratizing_Education_An_Analysis_from_the_Perspective_of_Access_to_Technology,How technology access limits MOOCs' democratizing potential - governmental action needed for equity.,ResearchGate,,Academic Paper,,
220,32,4,reading,Contextualizing Khan Academy - World Bank,https://blogs.worldbank.org/en/education/contextualizing-khan-academy,"The Matthew Effect in edtech: the best teachers get the greatest impact, flexibility can harm low-capacity systems.",World Bank Blogs,,Blog/Article,,
221,32,5,reading,Con Academy - Hedgehog Review,https://hedgehogreview.com/issues/after-neoliberalism/articles/con-academy,Critical examination of Khan Academy's AI hype and the 'technology is not good or bad' clichÃ©.,Hedgehog Review,,Academic Article,,
222,32,6,reading,Epistemology and Education,https://www.encyclopedia.com/education/applied-and-social-sciences-magazines/epistemology-and-education,How theories of knowledge shape educational practice - from justified true belief to constructivism.,Encyclopedia.com,,Encyclopedia,,
223,32,7,exercise,EdTech Democratization Audit,,"Choose an educational platform (Coursera, Khan Academy, Duolingo, etc.) and evaluate its democratization claims. Who actually benefits? What barriers remain? Present your findings in a 2-page analysis.",,,,,
